sentence,aspect,theme,description
"Apart from combining these to existing ideas, what can be considered as an added novelty to improve the quality of the disentangled features?",asp_substance,MET,Incomplete details on perfromance of the method
- All the variations considered for the behaviour policy performs only myopic exploration and thus provably inefficient in RL.,asp_substance,MET,Incomplete details on perfromance of the method
How this proxy incentives the agent to explore poorly-understood regions?,asp_substance,MET,Incomplete details on perfromance of the method
"6. On a lighter note, I don't believe using a coffe-brewing machine has a 'universally invariant structure' of coffee-making. That's a luxurious way of making coffee :) In the developing world, we still need to boil water, pour coffee powder in it, etc., all without a coffee-brewing machine.",asp_substance,MET,Incomplete details on perfromance of the method
"Similarly, the paper mentions that the ""general approach to solving these combinatorial optimization problems is to recognize the atomic unit necessary to solve the problem"", but at that point the reader has no concrete example of what combinatorial optimization problem would be mapped onto training and inference in RBMS.",asp_substance,MET,Incomplete details on perfromance of the method
"This is a very strong initial assumption, I am not sure how likely this assumption would be satisfied.",asp_substance,MET,Incomplete details on perfromance of the method
"For instance, how deep should a model be for a classification or regression task?",asp_substance,MET,Incomplete details on perfromance of the method
"Repeated equations usually indicate that there is something new happening, but all of these are just restatements of your theta sin(omega tau + phi) term.",asp_substance,MET,Incomplete details on perfromance of the method
"I would introduce the notation for t2v(tau) upfront and use that to define a(tau, k)[j] and f_j",asp_substance,MET,Incomplete details on perfromance of the method
What was wrong with LSTMs/GRUs as they've been used extensively for recursive problems including operations on trees?,asp_substance,MET,Incomplete details on perfromance of the method
2) The evaluation metrics used while borrowed from the language or IR fields doesn't seem to translate to UI design.,asp_substance,MET,Incomplete details on perfromance of the method
I do not think that there is enough justification/demonstration for the fact that a general NN solution for Tabular Data invented.,asp_substance,MET,Incomplete details on perfromance of the method
It might be more fruitful if these linear combinations were learned or sub-senses of words (e.g. [1]).,asp_substance,MET,Incomplete details on perfromance of the method
- Why does temporal correlation reduce the non-stationarity of the MARL problem?,asp_substance,MET,Incomplete details on perfromance of the method
- Why does structured exploration reduce the number of network parameters that need to be learned?,asp_substance,MET,Incomplete details on perfromance of the method
- Why does partial parameter sharing make it easier for each agent to estimate other agents potential changes in behavior?,asp_substance,MET,Incomplete details on perfromance of the method
"- This approach seems very limited, as there must exist a known transformation that removes the desired information.",asp_substance,MET,Incomplete details on perfromance of the method
- Can this approach learn multiple factors as opposed to just two?,asp_substance,MET,Incomplete details on perfromance of the method
- What if the desired factors are not clearly disjoint and collectively exhaustive? (e.g. mustache vs. gender on human faces.),asp_substance,MET,Incomplete details on perfromance of the method
Can the proposed approach perform just as well without a modified objective?,asp_substance,MET,Incomplete details on perfromance of the method
Ablation studies that show the proposed algorithm can improve upon the baseline in all settings would make this a stronger paper.,asp_substance,MET,Incomplete details on perfromance of the method
"The use of beta>1 is fine if it helps alongside the use of this approach, but it would have been better to see the effects of this approach and beta>1 (and other hyperparameters such as k in Table 1) in isolation.",asp_substance,MET,Incomplete details on perfromance of the method
"Also, what will be the performance of a standard image captioning system on the task ?",asp_substance,MET,Incomplete details on perfromance of the method
"Also, the compared methods don’t really use the validation set from the complex data for training at all.",asp_substance,MET,Incomplete details on perfromance of the method
"Currently it is still missing discussion such as, when SASNet would perform better and when it would perform worse, what it is that the state of the art features can’t capture while SASNet can.",asp_substance,MET,Incomplete details on perfromance of the method
"Moreover, it is the prediction performance that matters to such task, but the authors remove the non-structure features from the compared methods.",asp_substance,MET,Incomplete details on perfromance of the method
3)	Some discussion on why the “SASNet ensemble” would yield better performance would be good; could it be overfitting?,asp_substance,MET,Incomplete details on perfromance of the method
"Section 4 seems to lack a high-level idea of what it want to prove -- the hypothesis around the volume term is dismissed shortly after, and it ultimately proves that we do not know what is the reason behind the high SVHN likelihood, making it look like a distracting side-experiment.",asp_substance,MET,Incomplete details on perfromance of the method
This is clearly interested in as far as solving this particular task but does not provide any general insights for the design of (MA)RL algorithms.,asp_substance,MET,Incomplete details on perfromance of the method
"If we define both maximum and minimum thresholds based on the CIFAR-train histogram, it seems like one could detect most SVHN samples just by the virtue that there likelihoods are much higher than even the max threshold determined by the CIFAR-train histogram?",asp_substance,MET,Incomplete details on perfromance of the method
"However, the Pareto front of the proposed method is concentrated on a specific point.",asp_substance,MET,Incomplete details on perfromance of the method
"For example, the proposed method does not achieve high ""privacy"" as ""noisy"" does.",asp_substance,MET,Incomplete details on perfromance of the method
"In this sense, the proposed method is not comparable with ""noisy"".",asp_substance,MET,Incomplete details on perfromance of the method
2) Does the proposed method store immediate activations or recompute the activations in the backward pass?,asp_substance,MET,Incomplete details on perfromance of the method
The authors should try to find a real-world domain which can really demonstrate the effectiveness of the method.,asp_substance,MET,Incomplete details on perfromance of the method
(3) The experiment section lacks more detailed analysis which can intuitively explain how well the proposed method performs on the benchmarks.,asp_substance,MET,Incomplete details on perfromance of the method
"and bounded failure rate, otherwise it is not really a verification method.",asp_substance,MET,Incomplete details on perfromance of the method
methods. There are some scalable property verification methods that can give a,asp_substance,MET,Incomplete details on perfromance of the method
Issues of convergence seem like they deserve some discussion here and potentially could be examined empirically (is CEM-TD3 converging in the swimmer?).,asp_substance,MET,Incomplete details on perfromance of the method
"However, the evaluation of the proposed adaptive kernels is rather limited.",asp_substance,MET,Incomplete details on perfromance of the method
How big is the generalization gap for the tested models when adaptive kernel is used?,asp_substance,MET,Incomplete details on perfromance of the method
"5. Adaptive kernels have only been tested in the first convolutional layer, would the adaptive kernels work well also in different layers?",asp_substance,MET,Incomplete details on perfromance of the method
"In Section 3, the authors compare the game scores of DeepCS proposed in this paper only against to A2C.",asp_substance,MET,Incomplete details on perfromance of the method
"3. The architecture of the neural networks used for the Generator and Discriminator is very non-standard, which",asp_substance,MET,Incomplete details on perfromance of the method
I would like to see a convergence proof where the batch size $B_{t}$ is treated as a small constant like other SGD proofs assume.,asp_substance,MET,Incomplete details on perfromance of the method
It would be good to know how $\gamma$ varies across tasks.,asp_substance,MET,Incomplete details on perfromance of the method
"As proposed in the comments, this should be assessed in the paper by replacing BERT representations by non-contextual representations such as GloVE.",asp_substance,MET,Incomplete details on perfromance of the method
"Since this is for ILCR, I think the authors should have taken a deeper dive into examining those latent representations and potentially visualizing those distances and how they correspond to different policy behaviors.",asp_substance,MET,Incomplete details on perfromance of the method
"The proposed dual-BCFW still contains a hyperparameter (eta) due to the need to introduce a convex subproblem, which makes its number of hyperparameters still the same to SGD.",asp_substance,MET,Incomplete details on perfromance of the method
-- The algorithm proposed in the paper is very straightforward and just removes heavy hitters using oracle advice and then hashes everything else using the standard CountMin sketch.,asp_substance,MET,Incomplete details on perfromance of the method
What would the pairing-based strategy look like in Figure 6 right? Are there not significance tests that could be used to more carefully quantify the level of support for the two alternative strategies?,asp_substance,MET,Incomplete details on perfromance of the method
"1. The formulation uses REINFORCE, which is often known with high variance.",asp_substance,MET,Incomplete details on perfromance of the method
I think it needs to be made clearer how reconstruction error works as a measure of privacy.,asp_substance,MET,Incomplete details on perfromance of the method
"Language modeling is a fast-moving field, so the very latest and greatest techniques are not strictly necessary for this paper, but at least midsize LSTM models that get scores in the ~80 ppl range for Penn Treebank are important, otherwise it becomes very questionable whether the results will provide any practical impact in today's best models.",asp_substance,MET,Incomplete details on perfromance of the method
"As noted by the authors, transfer is most attractive in low-supervision regimes, w.r.t. the target task.",asp_substance,MET,Incomplete details on perfromance of the method
Yet the metrics proposed depend on supervision in the target domain.,asp_substance,MET,Incomplete details on perfromance of the method
- no downstream applications are given which show that these higher order interactions can be useful for downstream tasks.,asp_substance,MET,Incomplete details on perfromance of the method
"- the higher-order features T*a*b are useful only when a is noun and b is an adjective: why not investigate using T to model higher-order interaction for all (a,b) pairs regardless of the syntactic relationships between a and b?",asp_substance,MET,Incomplete details on perfromance of the method
More importantly: (1) It does not show any advantage of replica exchange over standard dynamics; (2) It does not provide any quantitative insight for high-dimensional problems.,asp_substance,MET,Incomplete details on perfromance of the method
"They are an exercise in applying standard formalism to this problem, without really showing any significative advantage of replica exchange.",asp_substance,MET,Incomplete details on perfromance of the method
"As of now, the greedy nature of the algorithm is hidden across a number of sections (not introduced when presenting the main algorithm).",asp_substance,MET,Incomplete details on perfromance of the method
3. The structure of the meta-training loop was unclear to me.,asp_substance,MET,Incomplete details on perfromance of the method
This seems like a limitation of the method if this is the case.,asp_substance,MET,Incomplete details on perfromance of the method
"The WGAN framework is built upon a loss that can be optimized, and should be optimized, until convergence (the discriminator loss is non-saturating) -- not the reverse (more G steps than D steps) as suggested here.",asp_substance,MET,Incomplete details on perfromance of the method
"For example, authors could implement pGAN by ignoring the detectability of the discriminator (i.e. \alpha=0) or typical pGAN when they compare with the label-flip operation.",asp_substance,MET,Incomplete details on perfromance of the method
"However, the authors do not provide an in-depth discussion of this phenomena.",asp_substance,MET,Incomplete details on perfromance of the method
"Given that previous works [1,2,3] have successfully addressed this problem using a completely unsupervised approach, it would be necessary to give more insights about: (i) why the proposed method is failing (ii) why this negative result is interesting and (iii) if the method could be useful in other potential scenarios.",asp_substance,MET,Incomplete details on perfromance of the method
The authors could provide a similar evaluation for their method by using the feature representations learned by the siamese networks in order to evaluate how much information they convey about real factors of variation.,asp_substance,MET,Incomplete details on perfromance of the method
"This does not seem surprising to me, as in the unguided case, the constrative loss seems not strong enough to encourage the latent partitions to be different.",asp_substance,MET,Incomplete details on perfromance of the method
"Further, no proper convergence analysis of the proposed approach is provided and is desired due to the likely divergence in the optimization.",asp_substance,MET,Incomplete details on perfromance of the method
1. Can you comment on the quantization time of the suggested method? Repeatedly solving the EM steps can add up to quite an overhead.,asp_substance,MET,Incomplete details on perfromance of the method
* The BiLSTM they use is very small (embedding and hidden dimension 50).,asp_substance,MET,Incomplete details on perfromance of the method
"While it seems ok to estimate these different metrics using only linear models, my concern with this is that the linear models are only given a subset of the **exact** dimensions of the original representations.",asp_substance,MET,Incomplete details on perfromance of the method
This is very much unlike the learning objectives of most of these representation learning methods and hence is highly biased and dependent on the actual methods and the random seeds used and the rotations it performs. (In many cases the representations are used starting with a fully connected layer bottom layer on top of the representations and hence rotations of the representations do not affect performance),asp_substance,MET,Incomplete details on perfromance of the method
Suppose we rotated these representations. Now the signal from the original dimension is split across multiple dimensions and hence the CFS may be deceivingly high.,asp_substance,MET,Incomplete details on perfromance of the method
To me this is a big concern as different runs of the same representation technique can likely have very different CFS scores based on initializations and random seeds.,asp_substance,MET,Incomplete details on perfromance of the method
(W7) Alternatives to CFS / Computational concerns: A big concern I had was the computational expense of the proposed approach. Unfortunately I did not see any discussion about this in the paper or empirically.,asp_substance,MET,Incomplete details on perfromance of the method
For example using LASSO / LARS like methods you can perhaps figure out a good reduced dimension set more efficiently.,asp_substance,MET,Incomplete details on perfromance of the method
(W7b) Likewise I wonder if we could just measure transfer more directly as well and why we need to go via these CFS sets,asp_substance,MET,Incomplete details on perfromance of the method
"If the paper cannot compare various architecture, it is more convincing to at least use some standard architecture, like DCGAN. Or at least report the parameter tuning effort made for getting the results.",asp_substance,MET,Incomplete details on perfromance of the method
My question is a bit philosophical: The only thing which I was concerned about when reading the paper is projection of the embeddings back to the d-dimensional space.,asp_substance,MET,Incomplete details on perfromance of the method
have you thought about how it would be possible to avoid this step and keep the original variable-size embeddings?,asp_substance,MET,Incomplete details on perfromance of the method
"The mode of language modeling evaluation presented here, without considering an actual language or speech processing task, provides limited insight w.r.t. its utility in actual applications.",asp_substance,MET,Incomplete details on perfromance of the method
"Moreover, the very limited size of the language modeling tasks chosen here is highly advantageous for smoothing/regularization approaches.",asp_substance,MET,Incomplete details on perfromance of the method
Authors should scope the paper to the specific function family these networks can approximate.,asp_substance,MET,Incomplete details on perfromance of the method
"However, the function of interest is limited to a small family of affine equivariant transformations.",asp_substance,MET,Incomplete details on perfromance of the method
"Authors claim adding one layer of DeepSet layer to a PointNet becomes PointNetST, but I see this as a special DeepSet with a single transmission layer.",asp_substance,MET,Incomplete details on perfromance of the method
Lemma 3 is too trivial.,asp_substance,MET,Incomplete details on perfromance of the method
"However, it is not further discussed how the overall KL-based data similarity measure would help in this case since it seems likely that it would also exhibit the same issue.",asp_substance,MET,Incomplete details on perfromance of the method
"- In the empirical results, the performance of the proposed method and Reg-GAN (from the numerics of GAN paper) are quite similar. Are there instances that the proposed approach significantly improves the stability of practical GAN architectures?",asp_substance,MET,Incomplete details on perfromance of the method
"-Is there any reason not comparing the proposed algorithm with other compression schemes? (e.g., network pruning and low-rank approximation)",asp_substance,MET,Incomplete details on perfromance of the method
o feedforward rather than recurrent network;,asp_substance,MET,Incomplete details on perfromance of the method
"The authors use numerous jargon words to describe the techniques studied (e.g. dragon penalty, gradient penalty, spectral normalization, Gaussian process regression in the bandit setting) but they do not explain them,",asp_substance,MET,Incomplete details on perfromance of the method
"Those seem to be quite limiting features of these methods, which is not to say that they are not useful in that realm, but only to clarify my understanding of their possible scope of application.",asp_substance,MET,Incomplete details on perfromance of the method
Although a generic framework that learns to solve online combinatorial optimization problems without domain knowledge is by itself a very motivational goal neither the paper successfully demonstrates that the framework the authors propose achieves this goal nor it explains well enough why one would take the machine learning approach to find good algorithms to such problems.,asp_substance,MET,Incomplete details on perfromance of the method
"This paper should be rejected because proposed method demonstrates that an instance of one class of problems, Fractional Adwords, can be learned to solve without domain expertise, however fails to prove that the approach would be beneficial for any other instances of the same problem.",asp_substance,MET,Incomplete details on perfromance of the method
In particular there is not any theoretical not experimental evidence that the approach would scale to any instances where a pure optimization approach would be slow to provide any meaningful solutions.,asp_substance,MET,Incomplete details on perfromance of the method
"Can one walk the latent distribution of the algorithm agent and draw insights, which might lead into tailoring some algorithms that would be appropriate for some input distribution although in general inferior in terms of worst case guarantees?",asp_substance,MET,Incomplete details on perfromance of the method
2. The main technical contribution claim needs to be elaborated.,asp_substance,MET,Incomplete details on perfromance of the method
I understand how the game theoretic framework is established but how does this manifest itself in the algorithm described in Section 3.1 needs more explanation.,asp_substance,MET,Incomplete details on perfromance of the method
They need to elaborate how their method overcomes these issues better.,asp_substance,MET,Incomplete details on perfromance of the method
Yet their approach is only able to solve the fractional version of the AdWords problem.,asp_substance,MET,Incomplete details on perfromance of the method
"Yet the authors stop at only solving this version with a machine learning approach, which does not hit the bar for me.",asp_substance,MET,Incomplete details on perfromance of the method
I would have expected the authors to at least elaborate on why the current framework is not suitable for the non-relaxed problem.,asp_substance,MET,Incomplete details on perfromance of the method
"However, they state they loosely follow this approach. What does that entail? What kind of theoretical guarantees are given up due to not following this, a better exposition on this topic would help to support the claims.",asp_substance,MET,Incomplete details on perfromance of the method
One would at least expect an after-the-fact interpretation for the weighted tensor term and what this implies with regard to their method and syntactic embedding compositions in general.,asp_substance,MET,Incomplete details on perfromance of the method
"I feel that this discussion devolved into a discussion, again, about normalization rather than the architectural differences in performance.",asp_substance,MET,Incomplete details on perfromance of the method
"- MAAC still requires all observations and actions of all other agents as an input to the value function, which makes this approach not scalable to settings with many agents.",asp_substance,MET,Incomplete details on perfromance of the method
"- The centralized nature is also semantically improbable, as the observations might be high-dimensional in nature, so exchanging these between agents becomes impractical with complex problems.",asp_substance,MET,Incomplete details on perfromance of the method
"One main concern is, how general this approach would be? As it is a good extension for Neural LP, it is not clear that the framework of Neural LP is flexible or powerful enough in general.",asp_substance,MET,Incomplete details on perfromance of the method
"For example, if rules contain quantifiers, how would this be extended?",asp_substance,MET,Incomplete details on perfromance of the method
"While the black-box calibration of a GAN model may be attractive under specific settings, the authors did not consider the restrictions under those situations and their design may be hard to implement as a result.",asp_substance,MET,Incomplete details on perfromance of the method
"As a minor note, were different feature extractors compared?",asp_substance,MET,Incomplete details on perfromance of the method
Is that also true in this domain?,asp_substance,MET,Incomplete details on perfromance of the method
"* The architecture of the particular model is described very briefly, and at multiple points there’s an implication that this is an investigation of “deep learning models” more generally, even though those models may vary widely.",asp_substance,MET,Incomplete details on perfromance of the method
"This assertion is not justified, and seems surprising to me; we have very useful natural language processing systems that do not perform in a way that is comparable to humans (the hedge ""some degree of"" is really neither here nor there).",asp_substance,MET,Incomplete details on perfromance of the method
"I understand why a human who needs to saccade back and forth between the two groups of objects might lose track of the objects that have been paired so far, but I don't understand why that would affect the architecture in question.",asp_substance,MET,Incomplete details on perfromance of the method
"In equation 1, 2 the updates of  \mu_new and \sigma_new uses \lambda_i, however the authors provide common choices for \lambda without any justification or references.",asp_substance,MET,Incomplete details on perfromance of the method
"-3 For image-to-image translation experiments, no quantitative analysis whatsoever is offered so the reader can't really conclude anything about the effect of the proposed method in this domain.",asp_substance,MET_ANA,Lack of analysis of proposed method
"That said, I would like to see more analysis on the behavior of the proposed method under various interesting cases not tested yet.",asp_substance,MET_ANA,Lack of analysis of proposed method
"5) Last but not least, convergence analysis of the proposed method should be provided given that asynchrony may lead to divergence in the optimization.",asp_substance,MET_ANA,Lack of analysis of proposed method
"More precisely, for the digit datasets, the reviewer was interested to see how the proposed MDL performs on jointly adapting SVHN, MNIST, MNIST-M, and USPS or jointly adapting DSLR, Amazon, and Webcam for OFFICE dataset.",asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
"2. Sec. 3.3, Fig. 3: The capacity (in terms of parameters)of both Resnet-18 and VGG-16 is higher than the capcity for YFCC100M dataset for n=10K images (comes to 161K bits), while the capacity of Resnet-18, with 14.7 million parameters (assuming float32 encoding) has 14.7 * 32 bits = 470.4 million bits, thus capacity alone cannot explain why VGG converges faster than Resnet-18, since both networks exceed the capacity, and capacity does not seem to have an established formal connection to rate of memorization.",asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
"- Does the MonoGAN exhibit stable training dynamics comparable to training WGAN on CIFAR-10, or do the training dynamics change on the single-image data set?",asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
"Clearly, replaying data accurately from all tasks will work well, but why is it harder to guard against the generative forgetting problem than the discriminative one?",asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
Generative replay also brings the time complexity problem since it is time consuming to generate previous data.,asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
What is the minimum/maximum layers of a deep model? How much data is sufficient for a model to learn?,asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
"What's the relation between the size of a model and that of a data set? By increasing the depth/width of a neural network, how much new data should be collected for achieving a reasonable performance?",asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
"* p.4 first paragraph you claim that this method responds well to data which exhibits seasonality, but none of your datasets deal with data that would exhibit seasonality.",asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
"In particular, if the goal is to use this method to augment the data we use to train NLP systems in order to make them more robust, it seems that the time cost of the process will be prohibitive.",asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
"These classification datasets are often so close, that I do wonder whether even simpler methods would work just as well.",asp_substance,MET_DAT,Lack of discussion of performance of method on different datasets
3- Is the key that you used only 679 patches containing 98% of occurrences in the dataset as the first stage? What if we vary this percentage? How sensitive are the results? Such experiments could be useful to understand better why your method appears to work well.,asp_substance,MET_DAT_EXP,Lack of ablation on different datasets/ sizes
- Does training the generator and interpolation jointly improve the quality of the generator in general ? It would have been nice to run this method on more complicated dataset like CIFAR10 and see if this method increase the overall FID score.,asp_substance,MET_DAT_EXP,Lack of ablation on different datasets/ sizes
"Although the proposed method does a good job in synthetic experiments, outperforming existing methods by a large margin, its performance on the numerical variants of Freebase/DBPedia dataset does not show consistent significant improvement.",asp_substance,MET_DAT_EXP,Lack of ablation on different datasets/ sizes
In particular I do not think the satement 'all the pre-training methods are at most linear with respect to the number of edges' made in appendix F is correct.,asp_substance,MET_EXP,More variations of experiments needs to be added
"2. I think that the claim that the use of neural networks with discrete inputs can approximately solve NP-hard optimization problems is an exciting one, which likely necessitates more experiments (or theoretical results), but as it stands I don't think it is a fundamentally different conclusion from the fact that this method provides a great scalable solution for the ordinal embedding problem.",asp_substance,MET_EXP,More variations of experiments needs to be added
"Finally, the experimental part is also too weak to evaluate the proposed method.",asp_substance,MET_EXP,More variations of experiments needs to be added
"However, the experiments feel like they are missing motivation as to why this method is being used.",asp_substance,MET_EXP,More variations of experiments needs to be added
While the experiments are only performed on sentimental analysis and digit recognition. How about evaluating the proposed methods on real image recognition such as DomainNet or Office-Home?,asp_substance,MET_EXP,More variations of experiments needs to be added
"Along this direction, it is problematic that, in the synthetic examples, the relative  performance of methods changes significantly from experiment to experiment and there does not seem to be a simple way to control that.",asp_substance,MET_EXP,More variations of experiments needs to be added
The experiments on SHREC17 show all three spherical methods under-performing other approaches.,asp_substance,MET_EXP,More variations of experiments needs to be added
"Also it seems that the regular batch normalization could be very sensitive to domain shifts, and it would be good if the authors can test other normalization schemes such as layer/group normalization as baselines.",asp_substance,MET_EXP,More variations of experiments needs to be added
"However, unlike as advertised, the paper does not address the domain shift issue in meta-learning, and the experiments lack thorough evaluation as the paper considers itself as a meta-learning paper and only compares to other meta-learning approaches without much comparison to domain adaptation papers.",asp_substance,MET_EXP,More variations of experiments needs to be added
However I find the white-box experiments lacking as almost every method has 100% success rate.,asp_substance,MET_EXP,More variations of experiments needs to be added
"- White-box attack experiments don’t really prove the strength of the method, even with imagenet experiments, as almost all attacks get 100% success rate making it hard to compare.",asp_substance,MET_EXP,More variations of experiments needs to be added
I think that the current draft lacks strong experimental results to properly demonstrate the usefulness of the method.,asp_substance,MET_EXP,More variations of experiments needs to be added
In the current experiments there is a comparison only with CO algorithm and SGDA.,asp_substance,MET_EXP,More variations of experiments needs to be added
So overall I have the feeling that the authors have not succeeded to evaluate the model’s power with these two experiments and we cannot draw any strong conclusions regarding the benefit of the proposed mixing approach.,asp_substance,MET_EXP,More variations of experiments needs to be added
"#9) I think that MNIST is almost a toy experiment, since the crucial component of the proposed method is the prior modeling with the GAN.",asp_substance,MET_EXP,More variations of experiments needs to be added
"The MNIST is a relatively simple experiment, and I would like to see how the method works in more challenging problems.",asp_substance,MET_EXP,More variations of experiments needs to be added
I also was not convinced by the experiments which are mostly qualitative. I did not find that this set of experiments provide enough support to the proposed method.,asp_substance,MET_EXP,More variations of experiments needs to be added
"- The paper proposes an interesting experiment to show that the proposed approach is somewhat capable of capturing slightly adversarial biases in the input domain (adding square to the top-left of images of class ‘8’). While I like this experiment, I feel this has not been explored to completion in the sense of experimenting with robustness with respect to structured as well as unstructured perturbations.",asp_substance,MET_EXP,More variations of experiments needs to be added
"Thus my question for the rebuttal period: How would pGAN perform when defense mechanisms are deployed during the learning phase? (ideally, a thorough experiment illustrating the strength of pGAN against a few defense mechanisms would help re-evaluating the score)",asp_substance,MET_EXP,More variations of experiments needs to be added
"4. I think in the comparative experiments, the plain SGD should be added as another reference algorithm.",asp_substance,MET_EXP,More variations of experiments needs to be added
"The method has intuitive appeal and the experimental results are suggestive, but the experiments do not conclusively show that the method achieves something that ordinary machine learning does not.",asp_substance,MET_EXP,More variations of experiments needs to be added
"Second, and more importantly, the experiments need to be re-done to better measure the practical impact of the techniques.",asp_substance,MET_EXP,More variations of experiments needs to be added
"The main appeal is the idea of using T to model syntactic interactions, and the algorithm for learning T. Given that the main attraction of the paper is the potential for more performant word embeddings, I do not believe the work will have wide appeal to ICLR attendees, because no evidence is provided that the features from the learned tensor, say [a, b, T*a*b], are more useful in downstream applications than [a,b] (one experiment in sentiment analysis is tried in the supplementary material with no compelling difference shown).",asp_substance,MET_EXP,More variations of experiments needs to be added
"Since the LM-like approach is the main contribution, and the reported experiments do not show an advantage over GN-like approaches (already taken by previous work), this is my main reason for proposing rejection.",asp_substance,MET_EXP,More variations of experiments needs to be added
"Furthermore, there are no experimental results demonstrating the effect of the permutation head and the design choices above — if we could get by with only using the Hungarian algorithm, why bother classifying an exponential number of permutations? Do they help when added as an auxiliary loss?",asp_substance,MET_EXP,More variations of experiments needs to be added
"First, In Theorem 2, which seems to be a main result of the paper, the authors were concerned with the condition when W_{ji} >0, but there is not conclusion if W_{ji} =0.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"Even with no data augmentation, and even with the original networks, membership can only be assessed with a 90% accuracy.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"2. As to the results of the Pose2Pose network, I wonder if there are some artifacts that will affect the performance of the Pose2Frame network.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"However, this only affects the method of drawing the samples from a fixed known distribution and should have no more effect on the results than say a choice of a pseudo-random number generator.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"On the other hand, the obtained results are very weak: only one layered version of the paper is analysed and the theorem applies only to networks with less than some threshold of parameters.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"Overall, while I find the proposed approach simple -- the paper needs to address some issues regarding the claims made and should provide more quantitative experimental results justifying the same.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"This shows itself in the results; i.e., the proposed algorithm is either negligibly performing better than GBDT or when  GBDT dependence removed, it performs worse. It seems to me",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"Results and discussion about how the previous methods with full features perform compared to SASNet, and also how we can include those features into SASNet should complete the paper.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"2. Section 3.3 argues that K-matrices allow to obtain an improvement of inference speed, however, providing the results of convergence speed (e.g. training plots with a number of epochs) will allow a better understanding of the proposed approach and will improve the quality of the paper.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"Though promising results have been demonstrated, a drawback of the proposed method is that it introduces more memory overhead compared to GPipe.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"Even with the hybrid method, the accuracy still drops.",asp_substance,MET_RES,"Generalizability of results in terms of method parameters (only applies for some number of parameters, only for these type of matrices, etc)"
"Although the idea is interesting, I would like to see more experimental results showing the scalability of the proposed method and for evaluating defense strategies against different types of adversarial attacks.",asp_substance,MET_RES_EXP,"Although the idea is interesting, I would like to see more experimental results showing the scalability of the proposed method and for evaluating defense strategies against different types of adversarial attacks."
"Therefore, an interesting baseline for the evaluation of the ICL approach would be a predefined, fixed attention map consisting of concentric circles with the image center as their center, to show that the proposed approach does more than just deemphasizing the corners of the image)",asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
"6. Similar as above question, on the object counting task, is there a way to compare with previous counting methods?",asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
"However, in its current state the work lacks sufficiently strong baselines to support the paper’s claims; thus, the merits of this approach cannot yet be properly assessed.",asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
"Third, it is rather surprising that the authors didn't mention anything about the traditional causal discovery methods based on conditional independence relations in the data, known as constraint-based methods, such as the PC algorithm (Spirtes et al., 1993), IC algorithm (Pearl, 2000), and FCI (Spirtes et al., 1993).",asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
"All in all, the results show that the proposed method provides a significant speedup with respect to Shim et al., but it lacks comparison with other methods in the literature.",asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
"This is a very good point, however the paper do not compare or contrast with existing methods.",asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
"For the language translation results, were there any other state-of-the-art methods that the authors could compare against? It seems they are only comparing against their own implementations.",asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
"Second, SST itself is only comparable with or even worse than the state-of-art methods.",asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
- Did the authors inspect generated samples of the baseline and the proposed method? Is there a notable qualitative difference?,asp_substance,MET_RWK,Improper comparison of related work in terms of implementation
