sentence,index,review_action,fine_review_action,aspect,target
One thing that I missed while reading the paper is more comment on negative results.,,arg_request,arg-request_explanation,asp_substance,0
"Did the authors tried any version of their model with convolutions or pooling and found it not to perform as well? Measuring the number of parameters when including pooling or convolutions can become tricky, was that part of the reason?",,arg_request,arg-request_experiment,asp_clarity,2
"""Regularizing by stopping early for regularization,""",,arg_request,arg-request_typo,asp_substance,3
"In this paper ""large compression ratios"" means little compression, which I found confusing.",,arg_request,arg-request_clarification,asp_clarity,4
It would be nice to see more detailed experiments as done in Schott.,,arg_request,arg-request_experiment,asp_substance,2
1- Why not use a single Boltzmann machine with 128 fully connected latent variables? Could you add this experiment please.,,arg_request,arg-request_experiment,asp_substance,2
2- Why is a two-stage pre-training (Figure 2) process needed? Why not just a single stage?,,arg_request,arg-request_explanation,asp_replicability,0
3- Is the key that you used only 679 patches containing 98% of occurrences in the dataset as the first stage? What if we vary this percentage? How sensitive are the results? Such experiments could be useful to understand better why your method appears to work well.,,arg_request,arg-request_experiment,asp_substance,2
4- Could you please add the found J_h's to the appendix.,,arg_request,arg-request_edit,arg_other,1
Could it be that what we are seeing is the attack being denoised?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"I am puzzled and looking forward to answers to the above questions. I don't yet understand what is the thing that makes this approach appear to work, or why you were able to drop the Bayes inference inversion altogether as done by Schott.",,arg_request,arg-request_explanation,asp_soundness-correctness,0
Even though the authors answer positively to each of their four questions in the experiments section,,arg_request,arg-request_edit,asp_soundness-correctness,1
"Furthermore, the usage of the evaluation method unclear as well, it seems to be designed for evaluating the effectiveness of different adversarial attacks in Figure 2.",,arg_request,arg-request_clarification,asp_clarity,4
"Indeed, why the commonly used attack success ratio or other similar measures cannot be used in the case?",,arg_request,arg-request_explanation,asp_substance,0
"The paper also lacks experimental results, and the main conclusion from these results seems to be ""MNIST is not suitable for benchmarking of adversarial attacks"".",,arg_request,arg-request_result,asp_soundness-correctness,5
"If the authors claim that the proposed MaxConfidence attack method is more powerful than the MaxLoss based attacks, they should provide more comparisons between these methods.",,arg_request,arg-request_edit,asp_meaningful-comparison,1
Constructing the full weight matrix requires the whole dataset as input and selecting k-nearest neighbor is a non-differentiable operation. Can you give more explanations?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
-Does episode training help label propagation? How about the results of label propagation without the episode training?,,arg_request,arg-request_explanation,asp_clarity,0
The authors might also want to compare,,arg_request,arg-request_experiment,asp_substance,2
1. In figure-4 you mention that entropy regularizer helps to keep the initial ME score. Can you elaborate more about the way in which entropy regularizer is used with regular MLE training?,,arg_request,arg-request_explanation,asp_substance,0
2. It is not very clear how is the base rate computed in Figure 5. I have a guess. But it is better to explain it in detail.,,arg_request,arg-request_explanation,asp_substance,0
4. Are the authors willing to release the code and data to reproduce the results?,,arg_request,arg-request_explanation,asp_substance,0
"1. Page 3: second para, line 4: “our aim is to study”",,arg_request,arg-request_edit,asp_substance,1
2. Page 5: last line: estimate for -> estimated for,,arg_request,arg-request_edit,asp_substance,1
3. Section 4.2: 3rd line: “the class for the from”,,arg_request,arg-request_edit,asp_substance,1
"What would have been helpful is to show the accuracy of their margin for simple binary toy 2D problems, where the true margin and their approximation can be visualized.",,arg_request,arg-request_experiment,asp_substance,2
So clarifying the above question will help to judge the paper's novelty.,,arg_request,arg-request_clarification,asp_originality,4
1. Can you clarify why the proposed approach is better than the Meta-RevGrad baseline?,,arg_request,arg-request_clarification,asp_meaningful-comparison,4
What happen for Meta-RevGrad + idt or Meta-RevGrad + revMap?,,arg_request,arg-request_experiment,asp_substance,2
"2. How is the performance of a simpler baseline such as combining a subset of new domain as training set to train MAML or PN (probably in 5-shot, 5-class case)?",,arg_request,arg-request_experiment,asp_substance,2
"i.e., omniglot <-> omniglot-M. I wonder whether the proposed approach can still work in large domain shift such as omniglot to fashion-mnist etc.",,arg_request,arg-request_experiment,asp_substance,2
"1. Where is L_da in Figure 2? In Figure 2, what’s the unlabelled data from which testing tasks are drawn? Is it from meta-test data training set?",,arg_request,arg-request_clarification,asp_replicability,4
"2. In the caption of figure 2, there should be a space after `"":"".",,arg_request,arg-request_typo,asp_clarity,3
"1. The paper should also talk about the details of ARNet and discuss the difference, as I assume they are the most related work",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"2. during sampling, either training or testing, how do authors handle temporal overlap or make it overlap?",,arg_request,arg-request_clarification,asp_replicability,4
"3. can you provide the training memory, inference speed, and total training time?",,arg_request,arg-request_result,asp_replicability,5
"5. lack of related work:  4D Spatio-Temporal ConvNets: Minkowski Convolutional Neural Networks, CVPR 2019.",,arg_request,arg-request_edit,arg_other,1
"Since this paper is about distributed robustness and distributed attacks, it would be very informative to the community to illustrate DBA attack on these methods to have a more compelling message.",,arg_request,arg-request_experiment,asp_substance,2
"I think the authors should move a portion of the big bar plot (too low resolution, btw) into the main text and discuss it thoroughly.",,arg_request,arg-request_edit,asp_substance,1
"Details on how to generate the dataset, however, can be moved into the appendix.",,arg_request,arg-request_edit,asp_clarity,1
"I am also not entirely satisfied by using accuracy as the only metric; how about using something like beam search to build a ""soft"", secondary metric?",,arg_request,arg-request_experiment,asp_substance,2
One other thing I want to see is a test set with multiple different difficulty levels.,,arg_request,arg-request_experiment,asp_substance,2
"The authors try to do this with composition, which is good, but I am not sure whether that captures the real important thing - the ability to generalize, say learning to factorise single-variable polynomials and test it on factorising polynomials with multiple variables? And what about the transfer between these tasks (e.g., if a network learns to solve equations with both x and y and also factorise a polynomial with x, can it generalize to the unseen case of factorising a polynomial with both x and y)?",,arg_request,arg-request_explanation,asp_soundness-correctness,0
"Also, is there an option for ""unsolvable""?",,arg_request,arg-request_clarification,asp_soundness-correctness,4
"First of all, I don’t understand how the main equation of the compound density network in Equation (3) is different from the general case of a Bayesian neural network? Can the authors please comment on that?",,arg_request,arg-request_explanation,asp_replicability,0
Is there a reason why the authors do not introduce their objective by following the variational framework?,,arg_request,arg-request_explanation,asp_replicability,0
What is the purpose then for introducing the matrix variate Gaussian?,,arg_request,arg-request_explanation,asp_replicability,0
I expect the authors to comment on that.,,arg_request,arg-request_explanation,asp_replicability,0
"Finally, it is unclear how the authors have picked the best \lambda parameter for their approach? On page 5 they state that they “pick the value that results in a good trade-off between high uncertainty estimates and high prediction accuracy.” Does this mean that you get to observe the performance in the test in order to select the appropriate value for \lambda? If this is the case this is completely undesirable and is considered a bad practice.",,arg_request,arg-request_explanation,asp_replicability,0
I think this point should be discussed in the paper.,,arg_request,arg-request_edit,asp_soundness-correctness,1
This restriction should be noted in the paper.,,arg_request,arg-request_edit,asp_soundness-correctness,1
"Also, I suggest moving Section 4 to be right after Section 2, since Section 4 presents existing techniques similarly to Section 2, while Section 3 presents the main contribution.",,arg_request,arg-request_edit,asp_clarity,1
and it also includes some weak claims that should be removed.,,arg_request,arg-request_edit,asp_substance,1
"For example, the number of labeled examples in Table 1 is fairly large and inconsistent (4K, 1K, 10K for the 3 organic datasets).",,arg_request,arg-request_edit,asp_substance,1
"In this reviewer's opinion, it would be a lot more reasonable to have instead a learning curve showing the results for, say, 100, 500, 1K, 5K, and 10K labeled examples for all three domains.",,arg_request,arg-request_result,asp_substance,5
"In 4.1, you are using different epsilon policies for synthetic vs organic datasets; why?",,arg_request,arg-request_explanation,asp_substance,0
"The explanation for underperforming on SVHM (page 7) may be valid, but you could easily prove it right or wrong by adding an option to SST for ""stratified SSL."" Without this extra work, your claim is just a conjecture.",,arg_request,arg-request_explanation,asp_substance,0
You should also show the performance of regular SSL methods in the setup on Table 4.,,arg_request,arg-request_experiment,asp_substance,2
"however, you do not provide any evidence for it, so you should avoid making such claims.",,arg_request,arg-request_edit,asp_substance,1
"- on page 2, the two terms classification & selection network appear ""out of the blue;"" it would be quite helpful to make it clear from the abstract that the proposed implementation is for neural networks.",,arg_request,arg-request_clarification,asp_substance,4
- figures 2 & 3 should be a lot larger in order to be readable,,arg_request,arg-request_edit,asp_clarity,1
"- 4.1.2 top of page 7: claims such as ""SST could have obtained better performance"" have no place in such a paper; you could instead make a note about the method being ""prohibitively CPU intensive for the time being""",,arg_request,arg-request_edit,asp_substance,1
"- lower on the same page you say: ""SST may get better performance"" - see above",,arg_request,arg-request_edit,asp_substance,1
"- Minor grammatical mistakes (missing ""a"" or ""the"" in front of some terms, suggest proofread.)",,arg_request,arg-request_typo,asp_clarity,3
The bounds obtained are polynomial in the sequence length T (often sublinear or linear) and should be compared with the existing bounds for a thorough comparison.,,arg_request,arg-request_experiment,asp_substance,2
It would be good to have some experiments in the sequence to sequence setting to understand if the obtained complexities are in fact what one would expect in practice.,,arg_request,arg-request_experiment,asp_substance,2
General comments: THe appendix has some good discussion and it would be great if some of that discussion was moved to the main paper.,,arg_request,arg-request_edit,asp_clarity,1
Have the authors tried out such techniques?,,arg_request,arg-request_explanation,asp_clarity,0
Is there any theoretical motivation or guarantee for this assumption as well?,,arg_request,arg-request_explanation,asp_substance,0
"- The experimental results show that the proposed strategy performs well in problems that are low-rank, while the performance may degrade in problems where the low-rank assumption is not met. Would it be possible to detect the rank of the problem in a dynamical manner (i.e., during the learning), so that the number of incomplete observations of Q can be increased to improve the performance, or the solution strategy (e.g. whether to use the low-rank assumption or not) can be adapted to the nature of the problem?",,arg_request,arg-request_explanation,asp_substance,0
- The Q-value matrices and functions considered in the problem have a special structure as they result from Markov Decision Processes. Would it be possible to go beyond the low-rank assumption and propose and use a more elaborate type of prior that employs the special structure of MDPs?,,arg_request,arg-request_explanation,asp_substance,0
- Please clearly define the notation used in Section 4.2.,,arg_request,arg-request_clarification,asp_clarity,4
- it would be nice to also propose unconditioned experiments.,,arg_request,arg-request_experiment,asp_substance,2
It would be good to give an idea in the text of TPU-GPU equivalence in terms of feasibility of a standard GPU implementation - computation time it would involve.,,arg_request,arg-request_edit,asp_replicability,1
- I understand that no data augmentation was used during training?,,arg_request,arg-request_clarification,asp_clarity,4
"- clarification of the truncation trick: if the elements of z are re-sampled and are still above the threshold, are they re-sampled again and again until they are all below the given threshold?",,arg_request,arg-request_explanation,asp_clarity,0
- A sentence could be added to explain the truncation trick in the abstract directly since it is simple to understand and is key to the quality of the results.,,arg_request,arg-request_edit,asp_soundness-correctness,1
- A reference to Appendix C could be given at the beginning of the Experiments section to help the reader find these details more easily.,,arg_request,arg-request_edit,asp_clarity,1
- It would be nice to display more Nearest neighbors for the dog image.,,arg_request,arg-request_edit,asp_clarity,1
- It would be nice to add a figure of random generations.,,arg_request,arg-request_result,asp_substance,5
- make the bib uniform: remove unnecessary doi - url - cvpr page numbers,,arg_request,arg-request_edit,asp_clarity,1
It would be interesting to see if the proposed method is competitive for training contemporary networks and w.r.t. simple schedule schemes.,,arg_request,arg-request_experiment,asp_substance,2
"In particular, the example in section 3.1 says that a noisy information bottleneck is introduced, but then says that the modified and unmodified models have ""training algorithms that are exactly equivalent."" I think this example needs to be clarified.",,arg_request,arg-request_clarification,asp_clarity,4
What is the relationship between $\theta$ and $\tilde\theta$ exactly?,,arg_request,arg-request_clarification,asp_clarity,4
"In this simple model, can we not calculate the mutual information directly (i.e., without the bottleneck)?",,arg_request,arg-request_explanation,asp_replicability,0
"The connection between mutual information and generalization has been studied in several contexts [see, e.g., the references in this paper and https://arxiv.org/abs/1511.05219 https://arxiv.org/abs/1705.07809 https://arxiv.org/abs/1712.07196 https://arxiv.org/pdf/1605.02277.pdf https://arxiv.org/abs/1710.05233 https://arxiv.org/pdf/1706.00820.pdf ] and further exploration is desirable.",,arg_request,arg-request_experiment,asp_substance,2
"Such a perspective is interesting, but needs to be further developed and explained.",,arg_request,arg-request_experiment,asp_substance,2
"Specifically, how can mutual information in this context be formally linked to generalization/overfitting?",,arg_request,arg-request_explanation,asp_replicability,0
"As a result, constraining the model will alter the mutual information and I think the effect of this should be remarked on.",,arg_request,arg-request_explanation,arg_other,0
"Overall, I think this paper has some interesting ideas, but those need to be fleshed out and clearly explained in a future revision.",,arg_request,arg-request_edit,asp_clarity,1
I think it would be worth discussing this more.,,arg_request,arg-request_explanation,asp_soundness-correctness,0
1. I don't see why MINE cannot be applied to the fMRI dataset and results be reported.,,arg_request,arg-request_explanation,asp_substance,0
"2. There are several errors in the writing - hyperparamters in Abstract, repetition of the word ""Section"" in fMRI experiment section etc. - which needs to be fixed.",,arg_request,arg-request_edit,asp_clarity,1
"- In the paper, the states are represented by only object positions (x, y, z). Is this sufficient? (e.g. velocity is unnecessary?)",,arg_request,arg-request_explanation,asp_substance,0
Is this additional assumption realistic enough and has it been adopted in other previous works? Is there any way to discriminate robot states and object states automatically?,,arg_request,arg-request_experiment,asp_substance,2
"- Can MISC deal with the problems where the number of objects of interest is more than two? In this case, how can we define mutual information?",,arg_request,arg-request_explanation,asp_substance,0
"- In Eq. (4), T(x_1:N, y_1:N) is assumed to be decomposable into the sum of T(x_t, y_t) / N. Can this make the lower bound (Eq. (3)) arbitrarily loose since the class of functions becomes very limited?",,arg_request,arg-request_explanation,asp_substance,0
"- Similarly to the problem of sparse reward, if the robot and the object are far apart and it is difficult to reach the object with random exploration, it would also be difficult to train the mutual information discriminator. How was the discriminator trained? How many time steps were used to train MI discriminator?",,arg_request,arg-request_experiment,asp_substance,2
"Compared to using just a very simple dense reward (e.g. negative L2 distance between the robot and the object), what would be the advantage of using MI discriminator? It would be great to show the comparison between using simple dense reward and MI discriminator for each Push, Pick&Place, and Slide task.",,arg_request,arg-request_clarification,asp_substance,4
"- For the MISC+DIAYN, what if we train the agent using MISC and DIAYN at the same time, instead of pre-training MISC first and fine-tuning DIAYN later?",,arg_request,arg-request_experiment,asp_replicability,2
"Then, how about the opposite situation? What if the task requires that the robot should 'avoid' the object of interest? Does MISC still work? Is it helpful for the improvement of sample efficiency?",,arg_request,arg-request_clarification,asp_substance,4
"- In section 4.3, what happens if we transfer the learned discriminator to Pick&Place from Push that has a gripper fixed to be closed, rather than the opposite direction (i.e. from Pick&Place to Push)? Does the MISC-t still well work? Can the learned MI discriminator be transferred to different tasks even when the state space is different?",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"In the future, I am quite curious about how these mono-image learned features would fare on more complex downstream tasks (e.g., segmentation, keypoint detection) which necessarily rely less on texture.",,arg_request,arg-request_result,asp_replicability,5
"It seems to me that for completeness, Table 4 should include the result of training a supervised network on top of random conv1/2 and Scattering network features, because this experiment is actually testing what we want - performance of the features when fine-tuned for a downstream task.",,arg_request,arg-request_result,asp_substance,5
"So for example, even if a linear classifier on top of Scattering features does poorly, if downstream fine-tuning results in the same performance as another pre-training method, then Scattering is a perfectly fine approach for initial features.",,arg_request,arg-request_result,asp_substance,5
I wonder if the learned features require fewer fully supervised images to obtain the same performance on the downstream task?,,arg_request,arg-request_explanation,asp_substance,0
Can the authors clarify how the neural style transfer experiment is performed?,,arg_request,arg-request_clarification,asp_substance,4
Are all these features taken directly from the self-supervised network or is it fine-tuned in some way?,,arg_request,arg-request_explanation,asp_substance,0
I wonder how feasible it is to find a proxy metric that corresponds to the performance on downstream tasks which is expensive to compute.,,arg_request,arg-request_experiment,asp_substance,2
It might be interesting to try to generate synthetic images (or modify real ones) that are good for this purpose and observe their properties.,,arg_request,arg-request_experiment,asp_substance,2
"* For the synthetic dataset one-to-one mapping of one-hot vectors it is clear that an ME bias would incur an advantage for classification on a zero-shot basis, i.e. an increased an accuracy for the first time a new input is observed. Is ME bias considered to be useful here because (i) we care directly about improving this type of zero-shot classification, or is it (ii) because it's implicitly assumed that a better initial prediction will lead to faster learning on these examples?",,arg_request,arg-request_explanation,asp_substance,0
"So at the beginning of training, while there are lots of new classes to benefit from the ME bias, the maximum advantage per example is small, and vice versa at the end of training - how do these conflicting effects balance each other out over the course of training and how do the benefits of ME bias scale with the number of classes?",,arg_request,arg-request_explanation,asp_substance,0
* It would be interesting to see a more detailed analysis of the predictions of the image classifiers in section 4.2.,,arg_request,arg-request_explanation,asp_substance,0
"* Is the acronym ME pronounced like the word “me” or is it spelled out “M-E”? If the latter, then all cases of “a ME bias” should be corrected to “an ME bias”.",,arg_request,arg-request_typo,asp_substance,3
"* Section 4.2 line 3: “sample the class [for the] from a power law distribution""",,arg_request,arg-request_edit,asp_substance,1
"But there are some errors of expression, so it should be checked.",,arg_request,arg-request_edit,asp_clarity,1
I wonder why the numbers are so different.,,arg_request,arg-request_explanation,asp_meaningful-comparison,0
"Maybe it's because of different scales? Previous works usually scale each pixel to [0,1] or [-1,1], maybe the authors use the [0, 255] scale? But 0.1/255 will be much smaller than 0.031.",,arg_request,arg-request_explanation,asp_substance,0
2. What's the training time of the proposed method compared with vanilla adversarial training?,,arg_request,arg-request_clarification,asp_substance,4
"Regardless, given the prevalence of these types of testbed environments, either is a useful discussion to have. Maybe the end result could minimally be a new baseline that can help quantify the ‘difficulty’ of a particular environment.",,arg_request,arg-request_edit,asp_soundness-correctness,1
"Even the ‘focused experiments’ can be explained with the intuitive narrative that in the state/action space, there is always more uncertainty the farther one goes from the starting point and this is more of a result of massive computation being applied primarily to problems that are designed to provide some level of novelly (the Roboschool examples are a bit more interesting, but also less conclusive).",,arg_request,arg-request_edit,asp_soundness-correctness,1
"With respect to this specific setting, the authors may want to consider [Mirowski, et al., Learning to Navigate in Complex Environments, ICLR17] with respect to auxiliary loss + RL extrinsic rewards to improve performance (in this case, also in maze environments).",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
"In considering combining with extrinsic rewards, I would also consider [Mirowski, et al., ICLR17], which is actually more involved in this regard.",,arg_request,arg-request_edit,asp_meaningful-comparison,1
"If the goal is to learn representation for low-shot setting, the method needs to be compared with other representation learning methods such as jigsaw[1], colorization[2] and rotation[3].",,arg_request,arg-request_experiment,asp_substance,2
"First, many details are missing, especially in the experiments, which makes the proposed method suspicious and non-convincing.",,arg_request,arg-request_explanation,asp_clarity,0
"For example, what is the number_iterations in the experiments? How are they chosen or what's the specific stopping criteria?",,arg_request,arg-request_experiment,asp_substance,2
"The descriptions of the datasets used are not clear, e.g., the number of classes for each data.",,arg_request,arg-request_clarification,asp_substance,4
"Second, many typos and grammar errors need to fix, e.g., ""the proposed SST is suitable for lifelong learning which make use..."", ""the error 21.44% was lower than"" 18.97?",,arg_request,arg-request_typo,asp_substance,3
Combining SST with other existing techniques can help.,,arg_request,arg-request_edit,asp_substance,1
Further demonstrations are necessary for the proposed SST method.,,arg_request,arg-request_result,asp_substance,5
Do the same model is trained for multiple tasks? Is each of the tasks trained sequentially or simultaneously?,,arg_request,arg-request_clarification,asp_replicability,4
"However, it looks to me that the authors need to better explain the motivation of DiVA, the differences of DiVA from existing supervised VAE, and the experimental settings, before the acceptance of this paper.",,arg_request,arg-request_explanation,asp_motivation-impact,0
"More precisely, for the digit datasets, the reviewer was interested to see how the proposed MDL performs on jointly adapting SVHN, MNIST, MNIST-M, and USPS or jointly adapting DSLR, Amazon, and Webcam for OFFICE dataset.",,arg_request,arg-request_experiment,asp_substance,2
"Moreover, comparison with some of the DA baselines (ADDA[1], DSN[2]) is missing.",,arg_request,arg-request_experiment,asp_substance,2
"The reviewer is also interested to see how the the generalization bound introduced in this paper is related to the recent theoretical works [3],[4] on MDL.",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
It would make the paper much stronger if the authors perform quantitative + qualitative evaluation on the MF training of RBMs first.,,arg_request,arg-request_explanation,asp_substance,0
"It would be very interesting to contrast the proposed method with other previously proposed MF based method, in particular using Free energy to approximate the expectation of the model without constraints.",,arg_request,arg-request_experiment,asp_substance,2
"For example, it is curious to see how denoising Auto encoders would perform.",,arg_request,arg-request_experiment,asp_substance,2
"In addition, it could be worthwhile to compare and benchmark on existing evaluations: https://arxiv.org/pdf/1802.06806.pdf",,arg_request,arg-request_experiment,asp_substance,2
"- The authors should make a distinction on what kinds of attack is considered: white box, black box or grey box.",,arg_request,arg-request_explanation,asp_substance,0
I think the authors should just acknowledge that you can't soundly *sample* from their generative model the way e.g. VAE or GAN allows (their function composition is not a sampling method).,,arg_request,arg-request_edit,asp_soundness-correctness,1
"I think this function composition angle should be deemphasized in the title/abstract, but I think the paper stands",,arg_request,arg-request_edit,asp_soundness-correctness,1
"- In Figure 2 it's pretty hard to see the differences between the methods. What exactly is being visualized here? DeepSDF shold be visualizing surface normals vs. HOF which is point clouds, right?",,arg_request,arg-request_clarification,asp_clarity,4
"- For predicting a deformation R^3 -> R^3 function composition sort of makes sense, but how generalizable",,arg_request,arg-request_explanation,asp_clarity,0
- it's better to show time v.s. testing accuracy as well.,,arg_request,arg-request_result,asp_substance,5
the per-epoch time for each method is different.,,arg_request,arg-request_result,asp_substance,5
"1. The focus of this paper is the hyper-parameter, please focus and explain more on the usage with hyper-parameters.",,arg_request,arg-request_edit,asp_substance,1
"- in section 2.2, please explain more how gradients w.r.t hyper-parameters are computed.",,arg_request,arg-request_explanation,asp_replicability,0
2. No need to write so much decorated bounds in section 3.,,arg_request,arg-request_edit,arg_other,1
3. Could authors explain the time complexity of inner loop in Algorithm 1? Does it take more time than that of updating model parameters?,,arg_request,arg-request_clarification,asp_substance,4
"However,",,arg_request,arg-request_experiment,asp_substance,2
Is it better to decay learning rates for toy data sets?,,arg_request,arg-request_experiment,asp_substance,2
"It is known that SGD with fixed step-size can not find the optimal for convex (perhaps, also simple) problems.",,arg_request,arg-request_experiment,asp_substance,2
"- how to tune lambda? it is an important hyper-parameter, but it is set without a good principle, e.g., ""For SGD-APO, we used lambda = 0.001, while for SGDm-APO, we used lambda = 0.01"", ""while for RMSprop-APO, the best lambda was 0.0001",,arg_request,arg-request_explanation,asp_replicability,0
What are reasons for these?,,arg_request,arg-request_explanation,asp_replicability,0
"Tuning a good lambda v.s. tuning a good step-size, which one costs more?",,arg_request,arg-request_explanation,asp_substance,0
"1. the NPN model seems a good alternative, will be good to have a discussion about why your model is better than NPN.",,arg_request,arg-request_experiment,asp_meaningful-comparison,2
I will be curious to know how it performs.,,arg_request,arg-request_explanation,asp_meaningful-comparison,0
2. A more detailed illustration of the system / network is needed. Would have made it much easier to understand the paper.,,arg_request,arg-request_edit,asp_substance,1
3. What are the results when using the whole training set of Recipes ?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
Why not compare with Sparsely-Gated MoE?,,arg_request,arg-request_experiment,asp_substance,2
I wonder the motivation of analyzing generalization of RNNs by the techniques established by Bartlett.,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"1. For the experiment of 1D signal on sine wave, the AA-pooling and F-pooling give the same result?",,arg_request,arg-request_clarification,none,4
Are there any other advantages for F-pooling s.t. people might want to use it as opposed to AA-pooling?,,arg_request,arg-request_clarification,asp_substance,4
3. What are the limitations of the F-pooling? It is good to me that the authors discuss one limitation on the imaginary part of output and I would like to hear more on other potential limitations for this method.,,arg_request,arg-request_clarification,asp_soundness-correctness,4
"- also, if the authors can explain more on sec 2.5 it will be helpful. If we simply ignore the imaginary part, although the theory is not applicable, but what would the empirical performance be?",,arg_request,arg-request_explanation,asp_substance,0
"Rather than ""skill discovery"", I suggest the authors position MISC relative to earlier work on empowerment, wherein a single policy was used to maximize mutual information of the form I(a; s_t | s_{t-1}).",,arg_request,arg-request_edit,asp_clarity,1
"I believe this would be a much more appropriate baseline, and I'd be curious to hear the intuition for why I(s_c ; s_i) should be superior.",,arg_request,arg-request_result,asp_clarity,5
"However, it is unclear whether or not VIME and PER were modified to incorporate domain knowledge (i.e. s_i/s_c distinction).",,arg_request,arg-request_clarification,asp_substance,4
"Indeed, an appendix would be greatly appreciated, as many experimental details were omitted.",,arg_request,arg-request_edit,asp_meaningful-comparison,1
"Ideally, an experimental setup with previously published results (e.g. control suite for DIAYN, Seaquest for DISCERN) would be considered, but I can understand why this wasn't done as incorporating domain knowledge is the main contribution of the paper.",,arg_request,arg-request_edit,asp_clarity,1
"That said, the claims should be weakened to reflect this gap, and domain knowledge should be mentioned more prominently (e.g. states of interest vs context are given, not learned).",,arg_request,arg-request_edit,asp_meaningful-comparison,1
Can the authors elaborate on this?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
What is the benefit of using DL algorithms within the oracle-augmented datastream model?,,arg_request,arg-request_explanation,asp_substance,0
Is a simple algorithm enough? What algorithms should we ideally use in practice?,,arg_request,arg-request_explanation,asp_substance,0
What if you used simpler online learning algorithms with formal accuracy guarantees?,,arg_request,arg-request_experiment,asp_substance,2
"Overall, I am in favour of accepting this paper given some clarifications and improving the evaluations.",,arg_request,arg-request_edit,asp_soundness-correctness,1
"There are a few more references that had similar ideas and might be worth adding: Brabandere et al. ""Dynamic Filter Networks"", Klein et al. ""A dynamic convolutional layer for short range weather prediction"", Riegler et al. ""Conditioned regression models for non-blind single image super-resolution"", and maybe newer works along the line of Su et al. ""Pixel-Adaptive Convolutional Neural Networks"".",,arg_request,arg-request_edit,asp_meaningful-comparison,1
Does this imply any topological constraints?,,arg_request,arg-request_clarification,asp_clarity,4
"Is this the most suitable shape to sample from? How do you draw samples from the sphere (Similarly, how are the points sampled for the training objects)?",,arg_request,arg-request_explanation,asp_clarity,0
What happens if you instead densely sample from a 3D box (similar to the implicit shape models)?,,arg_request,arg-request_explanation,asp_soundness-correctness,0
"What is c? Isn't it always 3, or how else is it possible to composite the mapping network?",,arg_request,arg-request_explanation,asp_clarity,0
It would be great if this paper could follow those recommendations to get better insights in the results.,,arg_request,arg-request_edit,asp_soundness-correctness,1
"Further, I could not find what k was set to in the evaluation of Tab. 1.",,arg_request,arg-request_clarification,asp_clarity,4
"Tab. 4 shows to some extend the influence of k, but I would like to see a more extensive evaluation.",,arg_request,arg-request_experiment,asp_substance,2
"How does performance change for larger k, and what happens if k is larger at testing then on at training, etc.?",,arg_request,arg-request_explanation,asp_clarity,0
- The tables will look a lot nicer if booktab is used in LaTeX,,arg_request,arg-request_edit,asp_clarity,1
"On the writing part, it would be nice to provide more context for both transformer, Proximal Policy Optimization and Simulated Policy Learning to make the paper more self-complete.",,arg_request,arg-request_edit,arg_other,1
"Why these methods are not considered in the beginning? In my opinion, transformer is good for modeling long term dependency and concurrent predictions which is not necessarily the case for learning curves.",,arg_request,arg-request_explanation,asp_substance,0
How does the transformer based method comparing to others?,,arg_request,arg-request_experiment,asp_substance,2
- what prior distributions p(z) and p(u) are used? What is the choice based on?,,arg_request,arg-request_explanation,asp_substance,0
"- abbreviation IPM is referred several times in the paper, but remains undefined in the paper until end of page 4, please define earlier.",,arg_request,arg-request_explanation,asp_substance,0
"- The model G_theta does not appear in the training objective function (4), how is this module trained precisely?",,arg_request,arg-request_clarification,asp_substance,4
"“vedio” op page 4, “circile” on page 5, “condct” on page 8, etc.",,arg_request,arg-request_typo,arg_other,3
The refenence to  Bengio 2018 is incomplete: what do you refer to precisely?,,arg_request,arg-request_clarification,asp_substance,4
"Please comment on the choice, and its impact on the behavior of the model.",,arg_request,arg-request_explanation,asp_substance,0
- The toy data set experiments could be dropped  to make room for experiments suggested below.,,arg_request,arg-request_edit,asp_substance,1
- An experimental study of the effect of the mixing parameter “s” would be useful to include.,,arg_request,arg-request_experiment,asp_substance,2
- Experimental evaluation of auto-encoding using a variable number of input points is interesting to add: ie how do the two evaluation measures evolve as a function of the number of points in the input point cloud?,,arg_request,arg-request_experiment,asp_substance,2
"- Similar, it is interesting to evaluate how auto encoding performs when non-uniform decimation of the input cloud is performed, eg what happens if we “chop off” part of the input point cloud (eg the legs of the chair), does the model recover and add the removed parts?",,arg_request,arg-request_experiment,asp_substance,2
- Analysis of shapes with different genus and dimensions would be interesting.,,arg_request,arg-request_result,asp_substance,5
"Does the model manage to capture that some shapes have holes, or consists of a closed 2D surface (ball) vs an open surface (disk),",,arg_request,arg-request_explanation,asp_substance,0
I would like to see additional experiments to answer this questions.,,arg_request,arg-request_experiment,asp_substance,2
