text,index,review_action,target
So overall I have the feeling that the authors have not succeeded to evaluate the model’s power with these two experiments and we cannot draw any strong conclusions regarding the benefit of the proposed mixing approach.,,arg_evaluative,0
"To continue with the experimental evaluation, I found the plots with the predictive uncertainty in Figure 3 a bit confusing.",,arg_evaluative,0
"The plot by itself, as I understood, quantifies the model’s uncertainty in in- and out-of sample prediction.",,arg_fact,0
"While I agree with the authors that it is generally desirable for a model to be more confident when predicting in MNIST (since it has already seen samples of it) compared to when predicting in notMNIST (completely different data), these plots tells us nothing regarding the predictive power of the model.",,arg_evaluative,0
"There is no value in being very confident if you are wrong and vice-versa, so unless there is an accompanying plot/table reporting the accuracy I see not much value from this plot alone.",,arg_evaluative,0
"Finally, it is unclear how the authors have picked the best \lambda parameter for their approach? On page 5 they state that they “pick the value that results in a good trade-off between high uncertainty estimates and high prediction accuracy.” Does this mean that you get to observe the performance in the test in order to select the appropriate value for \lambda? If this is the case this is completely undesirable and is considered a bad practice.",,arg_request,1
Paper summary.,,arg_structuring,0
"The paper proposes Dreamer, a model-based RL method for high-dimensional inputs such as images.",,arg_structuring,0
The main novelty in Dreamer is to learn a policy function from latent representation-and-transition models in an end-to-end manner.,,arg_structuring,0
"Specifically, Dreamer is an actor-critic method that learns an optimal policy by backpropagating re-parameterized gradients through a value function, a latent transition model, and a latent representation model.",,arg_structuring,0
This is unlike existing methods which use model-free or planning methods on simulated trajectories to learn the optimal policy.,,arg_structuring,0
"Meanwhile, Dreamer learns the remaining components, namely a value function, a latent transition model, and a latent representation model, based on existing methods (the world models and PlaNet).",,arg_structuring,0
Experiments on a large set of continuous control tasks show that Dreamer outperforms existing model-based and model-free methods.,,arg_structuring,0
Comments.,,arg_structuring,0
Efficiently learning a policy from visual inputs is an important research direction in RL.,,arg_fact,0
This paper takes a step in this direction by improving existing model-based methods (the world models and PlaNet) using the actor-critic approach.,,arg_evaluative,0
I am leaning towards weak accepting the paper.,,arg_social,0
I am reluctant to give a higher score due to its incremental contribution.,,arg_evaluative,0
"Specifically, the policy update in Dreamer resembles that of SVG (Heess et al., 2015), which also backpropagates re-parameterized gradients through a value function and a transition model.",,arg_evaluative,0
The main difference between Dreamer and SVG is that Dreamer incorporates a latent representation model.,,arg_structuring,0
"From this viewpoint, the actor-critic component in Dreamer is an incremental contribution.",,arg_evaluative,0
"Since the latent models are learned based on existing techniques, the paper presents an incremental contribution.",,arg_evaluative,0
"Besides the above comments, I have these additional comments.",,arg_structuring,0
- Effectiveness on very long horizon trajectories:,,arg_structuring,0
Simulating long-horizon trajectories with a probabilistic model is known to be unsuitable for model-based RL due to accumulated errors.,,arg_fact,0
This is an open issue in model-based RL.,,arg_fact,0
"The paper attempts to solve this issue by backpropagating policy gradients through the transition model, which is known to be more robust against model errors (see e.g., PILCO (Deisenroth et al., 2011)).",,arg_structuring,0
"However, the issue still exists in Dreamer, since there seems to be an upper limit of effective horizon length (perhaps around 40, according to Figure 4).",,arg_evaluative,0
"This horizon length is still short compared to the entire horizon length of many MDPs (e.g., 1000).",,arg_fact,0
I think this point should be discussed in the paper.,,arg_request,1
"That is, the issue still exists, and Dreamer is less effective with very long horizon.",,arg_evaluative,0
- Inapplicability to discrete controls:,,arg_structuring,0
One restriction of re-parameterized gradients is that the technique is not applicable to discrete random variables.,,arg_fact,0
"This restriction exists in Dreamer, and the method cannot be applied to discrete control tasks unless approximation techniques such as Gumbel-softmax are used.",,arg_evaluative,0
"Still, such approximations would make learning more challenging, especially with long-horizon backpropagation.",,arg_fact,0
This restriction should be noted in the paper.,,arg_request,1
- There is no mention about variance of policy gradient estimates.,,arg_structuring,0
"Dreamer does not use any variance reduction technique, so the gradient estimates could have very large variance.",,arg_evaluative,0
- q_theta was introduced in Eq. (8) before it is defined in Eq. (11).,,arg_evaluative,0
"Also, I suggest moving Section 4 to be right after Section 2, since Section 4 presents existing techniques similarly to Section 2, while Section 3 presents the main contribution.",,arg_request,1
Update after authors' response.,,arg_structuring,0
I read the response.,,arg_social,0
The paper is more clear after authors' clarification.,,arg_social,0
"Though, I still think the contribution is incremental, since back-propagating gradients through values and dynamics has been studied in prior works (albeit with less empirical successes compared to Dreamer).",,arg_evaluative,0
"Nonetheless, I am keen to acceptance. I would increase the rating from 6 to 7, but I will keep the rating of 6 since the rating of 7 is not possible.",,arg_social,0
"This is an novel, interesting paper on an important topic: semi-supervised learning.",,arg_evaluative,0
"Even though the proposed approach seems to have significant potential, the experimental",,arg_evaluative,0
"is somewhat disorganized,",,none,0
and it also includes some weak claims that should be removed.,,arg_request,1
"For example, the number of labeled examples in Table 1 is fairly large and inconsistent (4K, 1K, 10K for the 3 organic datasets).",,arg_request,1
"In this reviewer's opinion, it would be a lot more reasonable to have instead a learning curve showing the results for, say, 100, 500, 1K, 5K, and 10K labeled examples for all three domains.",,arg_request,1
"In 4.1, you are using different epsilon policies for synthetic vs organic datasets; why?",,arg_request,1
"The explanation for underperforming on SVHM (page 7) may be valid, but you could easily prove it right or wrong by adding an option to SST for ""stratified SSL."" Without this extra work, your claim is just a conjecture.",,arg_request,1
You should also show the performance of regular SSL methods in the setup on Table 4.,,arg_request,1
"Last but not least, you have repeatedly made the claim combining SST and other SSL may further improve the performance;",,arg_fact,0
"however, you do not provide any evidence for it, so you should avoid making such claims.",,arg_request,1
Other comments:,,arg_structuring,0
"- on page 2, the two terms classification & selection network appear ""out of the blue;"" it would be quite helpful to make it clear from the abstract that the proposed implementation is for neural networks.",,arg_request,1
- figures 2 & 3 should be a lot larger in order to be readable,,arg_request,1
"- 4.1.2 top of page 7: claims such as ""SST could have obtained better performance"" have no place in such a paper; you could instead make a note about the method being ""prohibitively CPU intensive for the time being""",,arg_request,1
"- lower on the same page you say: ""SST may get better performance"" - see above",,arg_request,1
Summary:,,arg_structuring,0
This paper addresses the computational aspects of Viterbi-based encoding for neural networks.,,arg_structuring,0
"In usual Viterbi codes, input messages are encoded via a convolution with a codeword, and then decoded using a trellis.",,arg_structuring,0
"Now consider a codebook with n convolutional codes, of rate 1/k.",,arg_structuring,0
Then a vector of length n is represented by inputing a message of length k and receiving n encoded bits.,,arg_structuring,0
Then the memory footprint (in terms of messages) is reduced by rate k/n.,,arg_structuring,0
"This is the format that will be used to encode the row indices in a matrix, with n columns.",,arg_structuring,0
(The value of each nonzero is stored separately.),,arg_structuring,0
"However, it is clear that not all messages are possible, only those in the ""range space"" of my codes. (This part is previous work Lee 2018.)",,arg_structuring,0
"The ""Double Viterbi"" (new contribution) refers to the storage of the nonzero values themselves.",,arg_structuring,0
"A weakness of CSR and CSC (carried over to the previous work) is that since each row may have a different number of nonzeros, then finding the value of any particular nonzero requires going through the list to find the right corresponding nonzero, a sequential task.",,arg_structuring,0
"Instead, m new Viterbi decompressers are included, where each row becomes (s_1*codeword_1 + s_2*codeword2 + ...) cdot mask, and the new scalar are the results of the linear combinations of the codewords.",,arg_structuring,0
Pros:,,arg_structuring,0
"- I think the work addressed here is important, and though the details are hard to parse and the new contributions seemingly small, it is important enough for practical performance.",,arg_evaluative,0
- The idea is theoretically sound and interesting.,,arg_evaluative,0
Cons:,,arg_structuring,0
- My biggest issue is that there is no clear evaluation of the runtime benefit of the second Viterbi decompressor.,,arg_evaluative,0
"Compressability is evaluated, but that was already present in the previous work.",,arg_evaluative,0
Therefore the novel contribution of this paper over Lee 2018 is not clearly outlined.,,arg_evaluative,0
- It is extremely hard to follow what exactly is going on; I believe a few illustrative examples would help make the paper much clearer; in fact the idea is not that abstract.,,arg_evaluative,0
"- Minor grammatical mistakes (missing ""a"" or ""the"" in front of some terms, suggest proofread.)",,arg_request,1
The paper considers the problem of dictionary learning.,,arg_structuring,0
"Here the model that we are given samples y, where we know that y = Ax where A is a dictionary matrix, and x is a random sparse vector.",,arg_structuring,0
"The goal is typically to recover the dictionary A, from which one can also recover the x under suitable conditions on A. The paper shows that there is an alternating optimization-based algorithm for this problem that under standard assumptions provably converges exactly to the true dictionary and the true coefficients x (up to some negligible bias).",,arg_structuring,0
The main comparison with prior work,,arg_structuring,0
is with [1].,,arg_structuring,0
"Both give algorithms of this type for the same problem, with similar assumptions (although there is some difference; see below).",,arg_structuring,0
"In [1], the authors give two algorithms: one with a better sample complexity than the algorithm presented here, but which has some systematic, somewhat large, error floor which it cannot exceed, and another which can obtain similar rates of convergence to the exact solution, but which requires polynomial sample complexity (the explicit bound is not stated in the paper).",,arg_structuring,0
The algorithm here seems to build off of the former algorithm; essentially replacing a single hard thresholding step with an IHT-like step.,,arg_structuring,0
This update rule is able to remove the error floor and achieve exact recovery.,,arg_structuring,0
"However, this makes the analysis substantially more difficult.",,arg_structuring,0
"I am not an expert in this area, but this seems like a nice and non-trivial result.",,arg_evaluative,0
The proofs are quite dense and I was unable to verify them carefully.,,arg_evaluative,0
Comments:,,arg_structuring,0
"- The analysis in [1] handles the case of noisy updates, whereas the analysis given here only works for exact updates.",,arg_evaluative,0
"The authors claim that some amount of noise can be tolerated, but do not quantify how much.",,arg_evaluative,0
"- A.4 makes it sound like eps_t needs to be assumed to be bounded, when all that is required is the bound on eps_0.",,arg_evaluative,0
"[1] Arora, S. Ge, R., Ma, T. and Moitra, A. Simple, Efficient, and Neural Algorithms for Sparse Coding.",,arg_other,0
COLT 2015.,,none,0
This paper studies the generalization properties of Recurrent Neural Networks (RNN) and its variants for the sequence to sequence multiclass prediction problem.,,arg_structuring,0
The problem is important to understand in the theoretical machine learning community.,,arg_evaluative,0
"The paper is written well overall, clearly explaining the results obtained.",,arg_evaluative,0
I would like to raise several important points:,,arg_structuring,0
"1. Missing comparison with parameter counting bounds: there has been a long line of research on generalization bounds for RNNs by obtaining bounds on the VC dimension of the function class [1, 2] which provide generalization bounds for various non-linearities.",,arg_evaluative,0
The bounds obtained are polynomial in the sequence length T (often sublinear or linear) and should be compared with the existing bounds for a thorough comparison.,,arg_request,1
2. Vacuous bounds in the regime \beta >1: Most recurrent architectures with no restrictions on the transition matrices work in the regime where they are more expressive and \beta >1.,,arg_fact,0
A quick glance at Table 1 suggests that the bounds obtained through Theorem 3 are exponential in t and are mostly vacuous.,,arg_evaluative,0
They can indeed be subsumed by generalization bounds based on VC theory.,,arg_evaluative,0
The bound obtained in Theorem 2 comes rather easily from the bounded assumption on the non-linearity and is this not very interesting.,,arg_evaluative,0
"3. Technical contribution: While the authors propose the first bounds for LSTMs and MGUs, most of the analysis seems to be a marginal contribution over the work of Bartlett et al. [3]",,arg_evaluative,0
"4. Missing experiments to validate nature of bounds: Bartlett et al. [3] performed extensive experiments to exhibit the correct scaling of the generalization bounds with the ""model complexity"" introduced upto numerical constants.",,arg_evaluative,0
It would be good to have some experiments in the sequence to sequence setting to understand if the obtained complexities are in fact what one would expect in practice.,,arg_request,1
"[1] Koiran, Pascal, and Eduardo D. Sontag. ""Vapnik-Chervonenkis Dimension of Recurrent Neural Networks."" Discrete Applied Mathematics 86.1 (1998): 63-79.",,arg_other,0
"[2] Dasgupta, Bhaskar, and Eduardo D. Sontag. ""Sample complexity for learning recurrent perceptron mappings."" Advances in Neural Information Processing Systems. 1996.",,arg_other,0
"[3] Bartlett, Peter L., Dylan J. Foster, and Matus J. Telgarsky. ""Spectrally-normalized margin bounds for neural networks."" Advances in Neural Information Processing Systems. 2017.",,arg_other,0
adaptive versions of sgd are commonly used in machine learning.,,arg_fact,0
"adagrad, adadelta are both popular adaptive variations of sgd.",,arg_fact,0
These algorithms can be seen as preconditioned versions of gradient descent where the preconditioner applied is a matrix of second-order moments of the gradients.,,arg_fact,0
"However, because this matrix turns out to be a pxp matrix where p is the number of parameters in the model, maintaining and performing linear algebra with this pxp matrix is computationally intensive.",,arg_fact,0
"In this paper, the authors show how to maintain and update this pxp matrix by storing only smaller matrices of size pxr and rxr, and performing 1. an SVD of a small matrix of size rxr",,arg_structuring,0
2. matrix-vector multiplication between a pxr matrix and rx1 vector.,,arg_structuring,0
"Given that rxr is a small constant sized matrix and that matrix-vector multiplication can be efficiently computed on GPUs, this matrix adapted SGD can be made scalable.",,arg_structuring,0
The authors also discuss how to adapt the proposed algorithm with Adam style updates that incorporate momentum.,,arg_structuring,0
"Experiments are shown on various architectures (CNN, RNN) and comparisons are made against SGD, ADAM.",,arg_structuring,0
General comments: THe appendix has some good discussion and it would be great if some of that discussion was moved to the main paper.,,arg_request,1
"Pros:  Shows how to make full matrix preconditioning efficient, via the use of clever linear algebra, and GPU computations.",,arg_evaluative,0
"Shows improvements on LSTM tasks, and is comparable with SGD, matching accuracy with time.",,arg_evaluative,0
"Cons: While doing this leads to better convergence, each update is still very expensive compared to standard SGD, and for instance on vision tasks the algorithm needs to run for almost double the time to get similar accuracies as an SGD, adam solver.",,arg_evaluative,0
"This means that it is not apriori clear if using this solver instead of standard SGD, ADAM is any good.",,arg_evaluative,0
"It might be possible that if one performs few steps of GGT optimizer in the initial stages and then switches to SGD/ADAM in the later stages, then some of the computational concerns that arise are eliminated.",,arg_fact,0
Have the authors tried out such techniques?,,arg_request,1
The study is motivated by the observation that the Q-value matrix in reinforcement learning problems often has a low-rank structure.,,arg_evaluative,0
"The paper proposes an approach called structured value-based planning or learning, where the Q matrix or the Q function is estimated from incomplete observations based on the prior that it is low-rank.",,arg_structuring,0
The proposed strategy is demonstrated in stochastic control tasks and reinforcement learning applications.,,arg_structuring,0
The paper is clearly written and the experimental results show that the proposed strategy leads to performance gains especially in problems where the Q matrix indeed conforms to a low-rank model.,,arg_evaluative,0
A few comments and questions:,,arg_structuring,0
- The assumption that the Q matrix should be low-rank is demonstrated with several experiments.,,arg_fact,0
Is there any theoretical motivation or guarantee for this assumption as well?,,arg_request,1
"- The experimental results show that the proposed strategy performs well in problems that are low-rank, while the performance may degrade in problems where the low-rank assumption is not met. Would it be possible to detect the rank of the problem in a dynamical manner (i.e., during the learning), so that the number of incomplete observations of Q can be increased to improve the performance, or the solution strategy (e.g. whether to use the low-rank assumption or not) can be adapted to the nature of the problem?",,arg_request,1
- The Q-value matrices and functions considered in the problem have a special structure as they result from Markov Decision Processes. Would it be possible to go beyond the low-rank assumption and propose and use a more elaborate type of prior that employs the special structure of MDPs?,,arg_request,1
- Please clearly define the notation used in Section 4.2.,,arg_request,1
"This paper present extensions of the Self-Attention Generative Adversarial Network approach SAGAN, leading to impressive images generations conditioned on imagenet classes.",,arg_structuring,0
The key components of the approach are :,,arg_structuring,0
- increasing the batch size by a factor 8,,arg_structuring,0
- augmenting the width of the networks by 50%,,arg_structuring,0
These first two elements result in an Inception score (IS) boost from 52 to 93.,,arg_structuring,0
"- the use of shared embeddings for the class conditioned batch norm layers, orthonormal regularization and hierarchical latent space bring an additional boost of IS 99.",,arg_structuring,0
"The core novel element of the paper is the truncation trick: At train time, the input z is sampled from a normal distribution but at test time, a truncated normal distribution is used: when the magnitude of elements of z are above a certain threshold, they are re-sampled.",,arg_structuring,0
"Variations of this threshold lead to variations in FD and IS, as shown in insightful experiments.",,arg_structuring,0
The comments that more data helps (internal dataset experiments) is also informative.,,arg_structuring,0
Very nice to have included negative results and detailed parameter sweeps.,,arg_structuring,0
"This is a very nice work with impressive results, a great progress achievement in the field of image generation.",,arg_evaluative,0
Very well written.,,arg_evaluative,0
Suggestions/questions:,,arg_structuring,0
- it would be nice to also propose unconditioned experiments.,,arg_request,1
It would be good to give an idea in the text of TPU-GPU equivalence in terms of feasibility of a standard GPU implementation - computation time it would involve.,,arg_request,1
- I understand that no data augmentation was used during training?,,arg_request,1
"- clarification of the truncation trick: if the elements of z are re-sampled and are still above the threshold, are they re-sampled again and again until they are all below the given threshold?",,arg_request,1
- A sentence could be added to explain the truncation trick in the abstract directly since it is simple to understand and is key to the quality of the results.,,arg_request,1
- A reference to Appendix C could be given at the beginning of the Experiments section to help the reader find these details more easily.,,arg_request,1
- It would be nice to display more Nearest neighbors for the dog image.,,arg_request,1
- It would be nice to add a figure of random generations.,,arg_request,1
- make the bib uniform: remove unnecessary doi - url - cvpr page numbers,,arg_request,1
The paper proposes an approach to adapt hyperparameters online.,,arg_structuring,0
"When learning rates are in focus, a convincing message would be to show that adaptation of learning rates is more efficient and simpler than their scheduling when tested on state-of-the-art architectures.",,arg_evaluative,0
A. You demonstrate the results on CIFAR-10 for 10% error rates which corresponds to networks which are far from what is currently used in deep learning.,,arg_evaluative,0
"Thus, it is hard to say whether the results are applicable in practice.",,arg_evaluative,0
B. You don't schedule learning rates for your baseline methods except for a single experiment for some initial learning rate.,,arg_evaluative,0
C. Your method involves a hyperparameter to be tuned which affects the shape of the schedule.,,arg_evaluative,0
This hyperparameter itself benefits from (requires?) some scheduling.,,arg_evaluative,0
It would be interesting to see if the proposed method is competitive for training contemporary networks and w.r.t. simple schedule schemes.,,arg_request,1
Online tuning of  hyperparameters is an important functionality and I hope your paper will make it more straightforward to use it in practice.,,arg_other,0
* Minor notes:,,arg_structuring,0
"You mention that ""APO converges quickly from different starting points on the Rosenbrock surface"" but 10000 iterations is not quick at all for the 2-dimensional Rosenbrock, it is extremely slow compared to 100-200 function evaluations needed for Nelder-Mead to solve it. I guess you mean",,arg_other,0
w.r.t. the original RMSprop.,,none,0
"This paper studies ""Noisy Information Bottlenecks"".",,arg_structuring,0
"The overall idea is that, if the mutual information between learned parameters and the data is limited, then this prevents overfitting.",,arg_structuring,0
"It proposes to create a ""bottleneck"" to limit the mutual information.",,arg_structuring,0
"Specifically, the bottleneck is created by having the data depend on a noisy version of the parameters, rather than the true parameters and invoking the information processing inequality.",,arg_structuring,0
The paper gives an example of Gaussian mean field inference.,,arg_structuring,0
"Ultimately, the analysis boils down to looking at a signal-to-noise ratio of the algorithm, which looks very much like regularization.",,arg_structuring,0
"I think this is a very interesting direction, but the present paper is somewhat unclear.",,arg_evaluative,0
"In particular, the example in section 3.1 says that a noisy information bottleneck is introduced, but then says that the modified and unmodified models have ""training algorithms that are exactly equivalent."" I think this example needs to be clarified.",,arg_request,1
Many of the parameters here are also unclear and not properly defined/introduced.,,arg_evaluative,0
What is the relationship between $\theta$ and $\tilde\theta$ exactly?,,arg_request,1
"In this simple model, can we not calculate the mutual information directly (i.e., without the bottleneck)?",,arg_request,1
"The connection between mutual information and generalization has been studied in several contexts [see, e.g., the references in this paper and https://arxiv.org/abs/1511.05219 https://arxiv.org/abs/1705.07809 https://arxiv.org/abs/1712.07196 https://arxiv.org/pdf/1605.02277.pdf https://arxiv.org/abs/1710.05233 https://arxiv.org/pdf/1706.00820.pdf ] and further exploration is desirable.",,arg_request,1
This paper is giving an information-theoretic perspective on existing variational inference methods.,,arg_fact,0
"Such a perspective is interesting, but needs to be further developed and explained.",,arg_request,1
"Specifically, how can mutual information in this context be formally linked to generalization/overfitting?",,arg_request,1
"Also, the definition of mutual information used in this paper uses the inferred distribution q (e.g., in eq. 2), which is somewhat unusual.",,arg_evaluative,0
"As a result, constraining the model will alter the mutual information and I think the effect of this should be remarked on.",,arg_request,1
"Overall, I think this paper has some interesting ideas, but those need to be fleshed out and clearly explained in a future revision.",,arg_request,1
"The authors propose PARCUS (""Pattern Representations on Continuous Spaces""), a model which computes a soft-matching probability for all words in an input sequence with so-called prototypes in order to predict a label for the input.",,arg_structuring,0
"Furthermore, for training, PARCUS makes use of rationales.",,arg_structuring,0
"Those are indicators of input importance, and help to boost the loss for relevant tokens.",,arg_structuring,0
The main motivation to use PARCUS is that it works better in a low-resource setting than recent state-of-the-art models for the high-resource case.,,arg_evaluative,0
This is due to it having relatively few parameters and to it having a strong inductive bias.,,arg_evaluative,0
"However, the fact that models with less parameters perform better than BERT-based models in the low-resource case is not very surprising.",,arg_evaluative,0
"Looking at the experiments, the results on HATESPEECH show less differences between models than for SPOUSE or MOVIEREVIEW.",,arg_fact,0
"Another selling point of PARCUS is that it's interpretable. While neural networks can also be analyzed in different ways, I agree with the authors that this is nice to have.",,arg_evaluative,0
"Overall, the paper seems solid.",,arg_evaluative,0
==========,,arg_other,0
"Update: After reading the other reviews and the responses by the authors, I lowered my score from 6 to 3.",,arg_evaluative,0
The main contributions of the submission are:,,arg_structuring,0
"1. A comprehensive empirical comparison of deep learning optimizers, with their performance compared under different amount of hyper-parameter tuning (they perform hyper-parameter tuning using random search).",,arg_structuring,0
"2. The introduction of a novel metric that tries to capture the ""tunability"" of an optimizer.",,arg_structuring,0
"This metric attempts to trade off the performance of an optimizer when tuned only with a small number of hyper-parameter trials, and its performance when carefully tuned.",,arg_structuring,0
"The metric is defined as a weighted average of the performance after tuning with i random trials, with i that goes from 1 to K.",,arg_structuring,0
"The weights of this weighted average and K are ""hyper-parameters"" of the metric itself.",,arg_structuring,0
They use K=100 and suggest 3 possible choices of weights.,,arg_structuring,0
The paper appears to treat 2. as the main contribution.,,arg_structuring,0
"However, I do not think the metric they introduce is good enough to be recommended in future work, when comparing tunability of optimizers (or other algorithms with hyperparameters).",,arg_evaluative,0
"The reason is that simpler methods provide just as much information, and do not rely on the need of interpreting the choice of the weights and K. This point is proven in the paper itself, where for example Figure 2 provides a more concrete and easier to interpret information than the tunability metric, similar graphs could be easily provided per dataset.",,arg_evaluative,0
"Similarly, figure 3 as well as figures 5-7 and 8 in the appendix provide very good information about the tunability of the various optimizers without using the introduced metrics.",,arg_evaluative,0
"Information similar (although not identical) to that summarized in table 5 could be captured by substituting the 3 metrics with the best performance after tuning for 4, 16 and 64 iterations respectively (just as examples).",,arg_evaluative,0
"A stronger contribution is 1., which however is somewhat incremental compared to similar comparisons made in the past.",,arg_evaluative,0
"Comparisons which, while mentioned, should perhaps have been discussed and compared more in detail in this work.",,arg_evaluative,0
"Overall, I do not feel the comparisons dramatically change the qualitative understanding the field has of the different optimizers and their tunability.",,arg_evaluative,0
"They also suggest that when the tuning budget is low, using Adam but tuning only the learning rate is beneficial, which could be a valuable and practical suggestion.",,arg_evaluative,0
"I enjoyed reading the submission, which is very clearly written, but due to the relatively limited value of the contributions, and excessive focus on the tunability metric which I do not feel is giustified, I slightly lean against acceptance here at ICLR. I do think, however, that it would make a great submission to a smaller venue or workshop.",,arg_evaluative,0
Other comments/notes:,,arg_structuring,0
"* One aspects that is mostly left out of the discussion (except from one side comment) is the wallclock time, as some optimizers might be on average quicker to train (for example due to quicker convergence), this can easily lead it to be quicker to tune even though it requires a higher budget of trials.",,arg_evaluative,0
I think it would be worth discussing this more.,,arg_request,1
"* minor: in figure 8 in the appendix, the results after 100 iterations is, as far as I understand, over a single replication, so is not particularly reliable (and will always be 100% of a single optimizer)",,arg_evaluative,0
"* similarly to the above, if the configurations are always sampled from the same 100, confidence intervals in the graphs become less reliable as the budget increases.",,arg_evaluative,0
"The paper proposes a neural-network-based estimation of mutual information, following the earlier line of work in [A].",,arg_structuring,0
The main focus has been to develop an estimator that can reliably work with small dataset sizes.,,arg_structuring,0
They first reduce the sample complexity of estimating mutual information by decoupling the network learning problem and the estimation problem by creating a training and validation set and then using the validation set for estimating mutual information.,,arg_structuring,0
"Of course, there is still the problem of learning the network with smaller sized data.",,arg_structuring,0
"For this, they propose the strategy of creating multiple tasks from the same dataset, where the dataset is run through transformations that do not affect mutual information.",,arg_structuring,0
I am inclined to accept (weak) the paper for the following reasons:,,arg_structuring,0
1. The paper uses some nice ideas to reduce the variance of the MI estimates and to be able to work with smaller dataset sizes.,,arg_evaluative,0
Both splitting data into training and validation and then using task augmentation to make learning robust are pretty nice ideas.,,arg_evaluative,0
"2. The results on the synthetic datasets show that the resulting estimator does have low variance and the estimates are less than or equal to the true MI value, which is consistent with the fact that it is a lower bound estimation.",,arg_evaluative,0
3. The results on fMRI dataset were interesting and showed that the method gives improvements over baselines were the estimates were made on a smaller sized dataset.,,arg_evaluative,0
Some improvement suggestions:,,arg_structuring,0
1. I don't see why MINE cannot be applied to the fMRI dataset and results be reported.,,arg_request,1
"I know that the variance in estimation is large, but it would still be useful to look at the performance of MINE in comparison to DEMINE.",,arg_other,0
"2. There are several errors in the writing - hyperparamters in Abstract, repetition of the word ""Section"" in fMRI experiment section etc. - which needs to be fixed.",,arg_request,1
"[A] Mutual Information Neural Estimation, ICML 2018",,arg_other,0
"This paper proposes a self-supervised reinforcement learning approach, Mutual Information-based State-Control (MISC), which maximizes the mutual information between the context states (i.e. robot states) and the states of interest (i.e. states of an object to manipulate).",,arg_structuring,0
"For this, they first split the entire state into two mutually exclusive sets of the context states and the states of interest.",,arg_structuring,0
"Then, the neural discriminator is trained to estimate the (lower-bound of) mutual information between the two states.",,arg_structuring,0
"The (mutual-information) intrinsic reward is computed by the trained neural discriminator, which is used for policy pre-training.",,arg_structuring,0
Experimental results show that MISC helps to improve the performance of DDPG/SAC and the learned discriminator can be transferred to different environments.,,arg_structuring,0
Detailed comments and questions:,,arg_structuring,0
"- In the paper, the states are represented by only object positions (x, y, z). Is this sufficient? (e.g. velocity is unnecessary?)",,arg_request,1
"- For MISC, the additional assumption is required: the agent should know that which parts of the states are its own controllable state and object's state respectively.",,arg_fact,0
Is this additional assumption realistic enough and has it been adopted in other previous works? Is there any way to discriminate robot states and object states automatically?,,arg_request,1
"- Can MISC deal with the problems where the number of objects of interest is more than two? In this case, how can we define mutual information?",,arg_request,1
"- In Eq. (4), T(x_1:N, y_1:N) is assumed to be decomposable into the sum of T(x_t, y_t) / N. Can this make the lower bound (Eq. (3)) arbitrarily loose since the class of functions becomes very limited?",,arg_request,1
- Detailed experimental setups are missing.,,arg_evaluative,0
"e.g. network architecture, hyper-parameters (e.g. I_tran^max), and how they were searched.",,none,0
"- Similarly to the problem of sparse reward, if the robot and the object are far apart and it is difficult to reach the object with random exploration, it would also be difficult to train the mutual information discriminator. How was the discriminator trained? How many time steps were used to train MI discriminator?",,arg_request,1
- It seems that the MI discriminator learns to estimate the 'proximity' between the robot and the object.,,arg_fact,0
"Compared to using just a very simple dense reward (e.g. negative L2 distance between the robot and the object), what would be the advantage of using MI discriminator? It would be great to show the comparison between using simple dense reward and MI discriminator for each Push, Pick&Place, and Slide task.",,arg_request,1
"- For the MISC+DIAYN, what if we train the agent using MISC and DIAYN at the same time, instead of pre-training MISC first and fine-tuning DIAYN later?",,arg_request,1
- It is unclear how MISC-p is performed. Please elaborate on how MISC-p works for prioritization.,,arg_evaluative,0
"- Also, for MISC-r experiments, the weights between the intrinsic reward bonus and the extrinsic reward are not specified in the paper.",,arg_evaluative,0
- It seems that MISC is beneficial when the robot should get closer to the object for the success of the task.,,arg_fact,0
"Then, how about the opposite situation? What if the task requires that the robot should 'avoid' the object of interest? Does MISC still work? Is it helpful for the improvement of sample efficiency?",,arg_request,1
"- In order to pre-train the discriminator network, additional (s,a,s') experiences are required, thus it seems difficult to say that it is better for exploration than VIME.",,arg_evaluative,0
"- In section 4.3, what happens if we transfer the learned discriminator to Pick&Place from Push that has a gripper fixed to be closed, rather than the opposite direction (i.e. from Pick&Place to Push)? Does the MISC-t still well work? Can the learned MI discriminator be transferred to different tasks even when the state space is different?",,arg_request,1
Update 11/21,,arg_structuring,0
"With the additional experiments (testing a new image, testing fine-tuning of hand-crafted features), additions to related work, and clarifications, I am happy to raise my score to accept.",,arg_social,0
"Overall, I think this paper is a nice sanity check on recent self-supervision methods.",,arg_evaluative,0
"In the future, I am quite curious about how these mono-image learned features would fare on more complex downstream tasks (e.g., segmentation, keypoint detection) which necessarily rely less on texture.",,arg_request,1
Summary,,arg_structuring,0
This paper seeks to understand the role of the *number of training examples* in self-supervised learning with images.,,arg_structuring,0
The usefulness of the learned features is evaluated with linear probes at each layer for either ImageNet or CiFAR image classification.,,arg_structuring,0
"Empirically, they find that a single image along with heavy data augmentation suffices for learning the first 2-3 layers of convolutional weights, while later layers improve with more self-supervised training images.",,arg_structuring,0
"The result holds for three state-of-the-art self-supervised methods, tested with two single-image training examples.",,arg_structuring,0
"In my view, learning without labels is an important problem, and it is interesting what can be learned from a single image and simple data augmentation strategies.",,arg_evaluative,0
